Crime ID,Month,Reported by,Falls within,Longitude,Latitude,Location,LSOA code,LSOA name,Outcome type
06f19cd588e283c754d4e82c40e6cebb82bb4ae5cad1825514b73052bd213bf3,2020-04,Gwent Police,Gwent Police,-2.941761,51.585785,On or near SULLIVAN CIRCLE,W01001668,Newport 010D,Investigation complete; no suspect identified
e7f20f30c1f38c1a84f84471855a1417245a4b7b3c4ef3e52eabacd21a8539f7,2020-04,Gwent Police,Gwent Police,-3.059423,51.580726,On or near GROVENOR ROAD,W01001638,Newport 016C,Investigation complete; no suspect identified
b7ae63775d3865af21c6260de65ba5004cc6a48d5eafd19174ddf6edd4aaeb34,2020-04,Gwent Police,Gwent Police,-2.976051,51.584920,On or near WALSALL STREET,W01001644,Newport 013C,Investigation complete; no suspect identified
d5955a854c7f1133b2f7c975b351bde1466db80d66498164220c0e2c6a27eace,2020-04,Gwent Police,Gwent Police,-3.161761,51.780711,On or near VERWEY ROAD,W01001469,Blaenau Gwent 005F,Investigation complete; no suspect identified
e9d76cbf842575e6a8d1a8eebcce920900e6d2976cc036fc19c6e60ad127b2cb,2020-04,Gwent Police,Gwent Police,-3.004403,51.655112,On or near TURNPIKE ROAD,W01001495,Torfaen 008C,Investigation complete; no suspect identified
1303f13bb2fafa355d56400cc5eaa42a5bd748ad6efa093fdcefc520fb7ace89,2020-04,Gwent Police,Gwent Police,-2.942866,51.594543,On or near CHEPSTOW ROAD,W01001665,Newport 008D,Investigation complete; no suspect identified
7fa23c39b8da720d7c2ff5ea1e3e5bf3e09feda70632c2560dbd5c8d6e86c559,2020-04,Gwent Police,Gwent Police,-3.009940,51.636929,On or near FFORDD FERM Y CWRT,W01001505,Torfaen 013B,Investigation complete; no suspect identified
06a92c001e9e65774c07343ace6760df8204e9eda1104afc062946902ed14fd4,2020-04,Gwent Police,Gwent Police,-3.090324,51.826928,On or near DAN Y BRYN,W01001563,Monmouthshire 003C,Investigation complete; no suspect identified
6f2b47f8e931a0373186b455611fee25c85ba2cad9f41a474acea4d8dfc83fb3,2020-04,Gwent Police,Gwent Police,-2.995986,51.578387,On or near LEWIS CLOSE,W01001662,Newport 018D,Investigation complete; no suspect identified
470f0ebb575e49ac5d331959a2cea0583a9ef3ac4b226821934347ebf081e353,2020-04,Gwent Police,Gwent Police,-2.976051,51.584920,On or near WALSALL STREET,W01001644,Newport 013C,Investigation complete; no suspect identified
8f8df4e8a9c45e9f3bd06d063197d0bfed1dfece6e5173fbe554f22acb023531,2020-04,Gwent Police,Gwent Police,-2.727779,51.804646,On or near CARBONNE CLOSE,W01001577,Monmouthshire 004E,Investigation complete; no suspect identified
30aced56cb5f45c40fb5d1b5d04bb2d42750b8e6b7610d8c804fe4bf8de6ed62,2020-04,Gwent Police,Gwent Police,-2.998367,51.578411,On or near CARDIFF ROAD,W01001686,Newport 014C,Investigation complete; no suspect identified
2d4015e36fdc31e494b2a98ac80100d8c6f7b63ffefc0de1e2da5f388bff8e97,2020-04,Gwent Police,Gwent Police,-3.041790,51.700652,On or near UPPER PARK TERRACE,W01001491,Torfaen 004A,Investigation complete; no suspect identified
3ec1d0dfe24035367a261f689d542ca2983a4df8287201f209b064b309de6b43,2020-04,Gwent Police,Gwent Police,-3.135935,51.699519,On or near MEADOW STREET,W01001466,Blaenau Gwent 009C,Investigation complete; no suspect identified
d15d96b6fb09fde1326898a17d1a5581cc3306d28fd4d0bb2ee0544a63174d78,2020-04,Gwent Police,Gwent Police,-3.247272,51.772219,On or near QUEEN VICTORIA STREET,W01001481,Blaenau Gwent 006E,Investigation complete; no suspect identified
13594672cdede19a1d9e52ad38876a365e9a528bdc753d5907f0e9fabd872d7a,2020-04,Gwent Police,Gwent Police,-3.155157,51.769034,On or near BRYNHEULOG,W01001444,Blaenau Gwent 005B,Investigation complete; no suspect identified
01b6d0c8abeda687ef4bb7c68f82024050d74b83cdd211ed4c4cab93d56525de,2020-04,Gwent Police,Gwent Police,-3.094469,51.603136,On or near Parking Area,W01001412,Caerphilly 017B,Investigation complete; no suspect identified
ae0257f864a91e9be12a733c907c1e38242a313644b209c38343fa0a3d8fdba1,2020-04,Gwent Police,Gwent Police,-2.997443,51.588274,On or near Supermarket,W01001685,Newport 014B,Investigation complete; no suspect identified
2a68df1411b36424e958868bd14154167b03a2dd6c93426bb3c71849d10735ad,2020-04,Gwent Police,Gwent Police,-3.132020,51.736278,On or near Bus/Coach Station,W01001437,Blaenau Gwent 008C,Investigation complete; no suspect identified
9ccb64609723860056f1656efc31d025376f2b2373956d7945bd51e39bcae12f,2020-04,Gwent Police,Gwent Police,-3.000593,51.589713,On or near STANLEY ROAD,W01001603,Newport 012C,Investigation complete; no suspect identified
614a178ce1314bae72eca59dd50359cd544cbd350258e753171e2fd62e823b15,2020-04,Gwent Police,Gwent Police,-3.050104,51.660989,On or near CAM COURT,W01001536,Torfaen 009C,Investigation complete; no suspect identified
5d02202ae0e9ee50cfbad172df89168c8569ce99aad24ae0e1fc25901e4df593,2020-04,Gwent Police,Gwent Police,-3.214357,51.579774,On or near Supermarket,W01001373,Caerphilly 022C,Investigation complete; no suspect identified
aef00d28bdab51a49485f32e01a3266be2acb20445ef7f836ba6c29ac3d60702,2020-04,Gwent Police,Gwent Police,-2.960258,51.873018,On or near HILL STREET,W01001548,Monmouthshire 001B,Investigation complete; no suspect identified
bab720a0ba93ee75c943a7447045899b1d6a203270885510e95d56413de419ff,2020-04,Gwent Police,Gwent Police,-3.242743,51.584998,On or near BOWLS CLOSE,W01001395,Caerphilly 023C,Investigation complete; no suspect identified
10083301a82022939c40aaa6193144c1cabdc3322b4fc4a07b5c9a8e7fe71205,2020-04,Gwent Police,Gwent Police,-3.284491,51.722679,On or near Parking Area,W01001360,Caerphilly 002A,Investigation complete; no suspect identified
71e0de808c1ac60b723877a4f965249664b98830f01e755fbed688c59d2ded56,2020-04,Gwent Police,Gwent Police,-3.245827,51.670764,On or near DUFFRYN CLOSE,W01001416,Caerphilly 008C,Investigation complete; no suspect identified
6132551858498c0aae1d607b706055c92d71abfe2af167991e11d88ee6ea0f7c,2020-04,Gwent Police,Gwent Police,-2.675696,51.641442,On or near HIGH STREET,W01001587,Monmouthshire 008C,Investigation complete; no suspect identified
c3015cb53cf883a3a72518a9dcaeb32b3441ae9dc0b98559ec7fba7eee743368,2020-04,Gwent Police,Gwent Police,-3.013517,51.663819,On or near GLASLYN COURT,W01001493,Torfaen 008A,Investigation complete; no suspect identified
df64b0ee8381f604c2823bcd8167fdfa0b82db8f1d7f4b0b6d31d24516fb5888,2020-04,Gwent Police,Gwent Police,-3.130898,51.744129,On or near UPPER GWASTAD TERRACE,W01001454,Blaenau Gwent 008E,Investigation complete; no suspect identified
17cc57c61d3488b06d8f725263cbb73f623fb10ac9338f4019b34a4ed7ab2708,2020-04,Gwent Police,Gwent Police,-3.157838,51.663626,On or near WOODSIDE DRIVE,W01001380,Caerphilly 010A,Investigation complete; no suspect identified
5ec5bc217f280f5b6508f883c30b8bd711e19982a784dc1d1064fb0a59ff215e,2020-04,Gwent Police,Gwent Police,-3.235332,51.785581,On or near BRYN PICA,W01001473,Blaenau Gwent 003B,Investigation complete; no suspect identified
4a77072799faa7ccf727d7870520737b31e770160d53db839b9727fafa59e4a9,2020-04,Gwent Police,Gwent Police,-2.979425,51.590773,On or near FAIROAK TERRACE,W01001692,Newport 011E,Investigation complete; no suspect identified
efc742e5d50632ebba09cfd58c5f20181b96487304b8f6b26a1e7236fbee9ca8,2020-04,Gwent Police,Gwent Police,-3.024451,51.585083,On or near ENVILLE ROAD,W01001602,Newport 012B,Investigation complete; no suspect identified
e6b27f2c6f56d374f384e94bb9b3c27ee3cd155f6c207dee954c21f0656668c2,2020-04,Gwent Police,Gwent Police,-2.704387,51.624108,On or near Petrol Station,W01001590,Monmouthshire 009D,Investigation complete; no suspect identified
44df56a03c6ca14f248c871648131619cfdf5369533d3131b75575297f895aed,2020-04,Gwent Police,Gwent Police,-2.990649,51.579214,On or near FRANCIS DRIVE,W01001662,Newport 018D,Investigation complete; no suspect identified
90fe0e1dd5c0eeb427f435ad1aabebefbd19b26396c08d721639795e2730ff3f,2020-04,Gwent Police,Gwent Police,-3.214473,51.797056,On or near CHURCH CRESCENT,W01001442,Blaenau Gwent 001C,Investigation complete; no suspect identified
008c407539d8d195ea9f2149e189052f20e2c188b45d99cda17512fdeab57937,2020-04,Gwent Police,Gwent Police,-2.968553,51.580496,On or near MAGOR STREET,W01001642,Newport 013A,Investigation complete; no suspect identified
20a6add194659536c19a459d25485596b80d7d4ee4b50b73a17b57c54a41537b,2020-04,Gwent Police,Gwent Police,-3.169230,51.659062,On or near MAES GWYN,W01001380,Caerphilly 010A,Investigation complete; no suspect identified
6ad2fc0b7f7eb6f9dfe5ea53803d33c222ed2df53bf9e8bfa5ff0e7b237764ad,2020-04,Gwent Police,Gwent Police,-2.992140,51.586683,On or near KINGSWAY,W01001687,Newport 014D,Investigation complete; no suspect identified
aabcd675eb9194f911e23fa7eb2d1d15c72db62d103f1bf9b98f0be372370866,2020-04,Gwent Police,Gwent Police,-3.006040,51.826699,On or near CLOS DURAND,W01001580,Monmouthshire 002E,Investigation complete; no suspect identified
268a0ba3ea3080aa38cd3cca5d193f21b63f04afd795ca0b4ea6ca4a6811c61f,2020-04,Gwent Police,Gwent Police,-3.227893,51.675997,On or near THE AVENUE,W01001362,Caerphilly 003C,Investigation complete; no suspect identified
b8cfdb977f0cb1222f4b6c67dd7ff65420457155186ab43bbd6ceab240541fc3,2020-04,Gwent Police,Gwent Police,-3.245422,51.718685,On or near PLEASANT VIEW,W01001384,Caerphilly 002C,Investigation complete; no suspect identified
ea411a4bbc05cde3209e947e8b59f3f0e2c208e7fe400eb3b250baeca20a01b7,2020-04,Gwent Police,Gwent Police,-2.976051,51.584920,On or near WALSALL STREET,W01001644,Newport 013C,Investigation complete; no suspect identified
8964fa2b44c0f365c01c9f087ec944c4a6a7343e8211ba9d4ac58c7153896fa6,2020-04,Gwent Police,Gwent Police,-3.253190,51.767148,On or near BRANGWYN ROAD,W01001479,Blaenau Gwent 006D,Investigation complete; no suspect identified
a00f3977af8e6327001ab67cdf6dd8fc94c9f4ea98d5835646acbb1b71550ff1,2020-04,Gwent Police,Gwent Police,-3.044035,51.641630,On or near REDE ROAD,W01001498,Torfaen 011B,Investigation complete; no suspect identified
fe596ea871777733b61f86473457aa1397a6fb55055729085eaf35b79f430c8a,2020-04,Gwent Police,Gwent Police,-3.059977,51.712322,On or near PENTREPIOD ROAD,W01001529,Torfaen 003B,Investigation complete; no suspect identified
d3340b9c6ebac4cec1653d1de0ef8eef1872399d831bbd89dcc6e4d912b542ee,2020-04,Gwent Police,Gwent Police,-3.135247,51.733298,On or near ALMA STREET,W01001455,Blaenau Gwent 008F,Investigation complete; no suspect identified
2ccd82944b30fad6ac81fd7d1df8eb4d1cc7addd063e442a5e263351a9e3dcc6,2020-04,Gwent Police,Gwent Police,-3.207292,51.776836,On or near Parking Area,W01001460,Blaenau Gwent 007E,Investigation complete; no suspect identified
eec3132bbd8e2a665c5cbe236d98aa0d0306c9523de9b3680b68c1518292964a,2020-04,Gwent Police,Gwent Police,-3.004756,51.601753,On or near MALPAS ROAD,W01001682,Newport 006C,Investigation complete; no suspect identified
fc24a7cdca445c6e4550ee17505a42356b4882f6bc05e6331c36452210a3edf2,2020-04,Gwent Police,Gwent Police,-3.229332,51.689101,On or near Police Station,W01001338,Caerphilly 004C,Investigation complete; no suspect identified
c2f1e2014bf6a2b601ca01e2cdd88ad66af1720cd5fc2ed125623a41e9f0b4d5,2020-04,Gwent Police,Gwent Police,-3.156692,51.750271,On or near BLAINA ROAD,W01001445,Blaenau Gwent 005C,Investigation complete; no suspect identified
e17f76c61748603e8a0981fcd3ec77172892eb44a139bff6a5ae37599c925f71,2020-04,Gwent Police,Gwent Police,-3.241722,51.652330,On or near RHONDA CREYR,W01001432,Caerphilly 013D,Investigation complete; no suspect identified
0311b5aefe9a3fe1e00973fa10b06a7841834f457ea5773b0fc49d6ed38a0735,2020-04,Gwent Police,Gwent Police,-3.246889,51.765677,On or near CEFN PARC,W01001478,Blaenau Gwent 006C,Investigation complete; no suspect identified
649a94c26106f611ee9cc92a3f91899d500c8d2b065496949c18b2f5f54efe91,2020-04,Gwent Police,Gwent Police,-3.246889,51.765677,On or near CEFN PARC,W01001478,Blaenau Gwent 006C,Investigation complete; no suspect identified
ab3c0c27caf5694e354d3fce23d23adeade26db0ba36b38b7343bc1bc2185a6b,2020-04,Gwent Police,Gwent Police,-3.166001,51.592952,On or near DICKENS COURT,W01001345,Caerphilly 021C,Investigation complete; no suspect identified
b6a495e111ad9b217d0e1a3447a7d9110c2a7240631887f09b5701195cfd3de9,2020-04,Gwent Police,Gwent Police,-3.162049,51.687475,On or near FERN CLOSE,W01001357,Caerphilly 006B,Investigation complete; no suspect identified
8dd634133228be45a1542ef4fdb628e823d41a49c4cc7d636be626408fb6feb9,2020-04,Gwent Police,Gwent Police,-3.273471,51.753505,On or near CWRT BENJAMIN,W01001376,Caerphilly 001C,Investigation complete; no suspect identified
b1a8e639fd5fed817bfb945b90d2bf8152f8b15bc088c90930f76625db8f9ea8,2020-04,Gwent Police,Gwent Police,-2.962660,51.588466,On or near CAREY ROAD,W01001608,Newport 008B,Investigation complete; no suspect identified
b2fd49e995a2c96285db3fe10befd2acc526405e5cb9be93f0d02f3d1c743bc3,2020-04,Gwent Police,Gwent Police,-3.133573,51.734123,On or near TILLERY STREET,W01001437,Blaenau Gwent 008C,Investigation complete; no suspect identified
57ef5f170a769a30a1b0a86cad2fe13e1352101ad8a9584ede235017132b905d,2020-04,Gwent Police,Gwent Police,-3.022720,51.553645,On or near WHITE AVENUE,W01001912,Newport 020E,Investigation complete; no suspect identified
48a83980de559aa9ea3a7eeb93cee198d7e3e13213cc45b931d26aa59f1cb46e,2020-04,Gwent Police,Gwent Police,-3.051121,51.709300,On or near MERCHANT'S HILL CLOSE,W01001523,Torfaen 004C,Investigation complete; no suspect identified
de9e10db8df23bcab686cc8064a35951b1958661b00865d8f4f5e30abec64fef,2020-04,Gwent Police,Gwent Police,-3.227276,51.572347,On or near NANT DDU,W01001424,Caerphilly 024C,Investigation complete; no suspect identified
3c70e7669f3a6a0feb1e316aabddc5e8f35aebe4fdb661a920a56b5acb9a3c9e,2020-04,Gwent Police,Gwent Police,-2.996712,51.585880,On or near Nightclub,W01001687,Newport 014D,Investigation complete; no suspect identified
6b9686db7ef5ebcd49d63f3fc8c9406d78507c9c707fa9fb9644aefc25faf4a6,2020-04,Gwent Police,Gwent Police,-3.219191,51.574329,On or near Supermarket,W01001424,Caerphilly 024C,Investigation complete; no suspect identified
ef7e4106cab6a00db0b4a6c9d1006006cb4e8c500d03ee68d9ac5bbba6b85bc2,2020-04,Gwent Police,Gwent Police,-3.267121,51.595347,On or near THOMAS STREET,W01001330,Caerphilly 018A,Investigation complete; no suspect identified
7d4748e720d858f3f24985e55d2c9dfb5acb4c58bf8149cb66c824ddd9e3fcb2,2020-04,Gwent Police,Gwent Police,-3.000122,51.645807,On or near CAERLEON ROAD,W01001508,Torfaen 013C,Investigation complete; no suspect identified
6937e24cbd827ed3067e77f585f7f9bafe0058a5354aa0d362e2386244a88e20,2020-04,Gwent Police,Gwent Police,-3.002070,51.840697,On or near HEREFORD ROAD,W01001571,Monmouthshire 001D,Investigation complete; no suspect identified
44156ccf1dbdd478fadc280b270a6a8d6ad55a2de7cc65f6426b4ccc96518829,2020-04,Gwent Police,Gwent Police,-2.712328,51.811718,On or near ALMSHOUSE STREET,W01001554,Monmouthshire 004C,Investigation complete; no suspect identified
176ee2a91b2ee24f917e5ffa4d805018d230538531b567907c8f3f9eb77aa867,2020-04,Gwent Police,Gwent Police,-3.135183,51.700704,On or near UPPER COURT TERRACE,W01001466,Blaenau Gwent 009C,Investigation complete; no suspect identified
752e730f0b187c705c9e1424a7868f554af14390b16d77b12e413c3b63dd1ab7,2020-04,Gwent Police,Gwent Police,-3.028490,51.816615,On or near Supermarket,W01001564,Monmouthshire 003D,Investigation complete; no suspect identified
a95f9d8a89264eb4f0623293106c041f1c9afdf60ef8a4a6dc246b241a7036d7,2020-04,Gwent Police,Gwent Police,-2.972480,51.580553,On or near AMELIA AVENUE,W01001644,Newport 013C,Investigation complete; no suspect identified
6420e58123f39918b66be0b76a33e17c470bdbd51ddb60b6c07dd45d458fca7d,2020-04,Gwent Police,Gwent Police,-3.206082,51.661270,On or near CWRT BRYN Y GRUG,W01001349,Caerphilly 009B,Investigation complete; no suspect identified
82aa83247e943e28a856969b4cdc04de9ad76929dad0a0393dc1460d472de9bd,2020-04,Gwent Police,Gwent Police,-2.969860,51.886543,On or near WERNGIFFORD,W01001548,Monmouthshire 001B,Investigation complete; no suspect identified
67f820c29ac6a492c394f5410a924c9a61cdca4b3d6798f07bf064a917dea2bd,2020-04,Gwent Police,Gwent Police,-3.277068,51.742865,On or near DUFFRYN STREET,W01001406,Caerphilly 001D,Investigation complete; no suspect identified
dadba9f90184eeb79902d5296b721dfbde827cb417474c1bf520e4aa9621c1f7,2020-04,Gwent Police,Gwent Police,-3.129034,51.733268,On or near FLORENCE CLOSE,W01001437,Blaenau Gwent 008C,Investigation complete; no suspect identified
02bf90cfad972db4e89dd61b04edc92fb7e234a2ac02825a02723fbe83dc606e,2020-04,Gwent Police,Gwent Police,-3.011970,51.693666,On or near CAROLINE ROAD,W01001511,Torfaen 005B,Investigation complete; no suspect identified
faf574ba8f14018bb4477293df6aff687710fe644feb869526d2ba2a4f205cf0,2020-04,Gwent Police,Gwent Police,-3.276350,51.607836,On or near Parking Area,W01001333,Caerphilly 018D,Investigation complete; no suspect identified
c2dcddbec5250d9dd9a496f23bf07a0767bfd46c2fd8b25078f71e83a7799663,2020-04,Gwent Police,Gwent Police,-3.138647,51.703215,On or near BRYN-HEULOG,W01001465,Blaenau Gwent 009B,Investigation complete; no suspect identified
76e9fdd1dcf631fd5b6e270049774978b3acccc21d442ffcb95fae6bc8398a30,2020-04,Gwent Police,Gwent Police,-2.967943,51.580312,On or near MARSHFIELD STREET,W01001642,Newport 013A,Investigation complete; no suspect identified
f1c3aa8fffb8af9057a0405a9f1857a415b8363bda92c70f1488d66e9ce1100b,2020-04,Gwent Police,Gwent Police,-3.034928,51.614214,On or near TORRDGE ROAD,W01001621,Newport 003E,Investigation complete; no suspect identified
ddc30f0de33ba28a3417f8f8be6d61caf03118f45121bcb36144768489e342ac,2020-04,Gwent Police,Gwent Police,-3.020694,51.653146,On or near Pedestrian Subway,W01001506,Torfaen 010A,Investigation complete; no suspect identified
0db23f7dabeff204bf94a5a5163af97a3f04850dfc09cb39fbd1ee06670f80e9,2020-04,Gwent Police,Gwent Police,-2.969860,51.886543,On or near WERNGIFFORD,W01001548,Monmouthshire 001B,Investigation complete; no suspect identified
af273a3bc73bdfec64a95eea6e8af78b14de4eb8204a135c1af7b495c01e3b77,2020-04,Gwent Police,Gwent Police,-2.973000,51.618421,On or near HIGHFIELD ROAD,W01001627,Newport 001E,Investigation complete; no suspect identified
4cb4ddcd9d8f0418a31ec426382249fdcaca79dd5184264426d8a41a92a2059e,2020-04,Gwent Police,Gwent Police,-2.973000,51.618421,On or near HIGHFIELD ROAD,W01001627,Newport 001E,Investigation complete; no suspect identified
02925af4af2e95d2dd2123e2da3b5dd1cd0585ceeed7e02c6ad2bc001ce4b26e,2020-04,Gwent Police,Gwent Police,-3.223033,51.580394,On or near CELYN GROVE,W01001370,Caerphilly 023A,Investigation complete; no suspect identified
2cf1f7a412d6353f268f27d640de6ae57aba6f26f72c4d74ee86509807bc7685,2020-04,Gwent Police,Gwent Police,-3.006292,51.577175,On or near GAER STREET,W01001686,Newport 014C,Investigation complete; no suspect identified
5872619b2b6559fb02271660245dd536fcdff4553095ea081d5be3f0b65066a8,2020-04,Gwent Police,Gwent Police,-3.027870,51.698752,On or near USK ROAD,W01001525,Torfaen 003A,Investigation complete; no suspect identified
73567a90f2a08599e6dc1b10c512f1c3d955fce7d47b32882834b1feff7e5edf,2020-04,Gwent Police,Gwent Police,-3.039160,51.643957,On or near NOLTON PLACE,W01001532,Torfaen 010E,Investigation complete; no suspect identified
be0d748a45c1503cf6201398f25843a6b60c65100508c1b13163b01a87db7239,2020-04,Gwent Police,Gwent Police,-2.973000,51.618421,On or near HIGHFIELD ROAD,W01001627,Newport 001E,Investigation complete; no suspect identified
fe0b2125d50c488785cddeadcf547a53aa8d1926c4275e1c2e0eaa0eff026841,2020-04,Gwent Police,Gwent Police,-3.137214,51.730338,On or near Parking Area,W01001436,Blaenau Gwent 008B,Investigation complete; no suspect identified
cba01236990a193584a2c41f33df1a855853b44b34efb18bfdb3b2a48910c92e,2020-04,Gwent Police,Gwent Police,-3.017121,51.611034,On or near MEON CLOSE,W01001618,Newport 003B,Investigation complete; no suspect identified
c45b4ac9797330e42bf30c43f9aae6b9c8183af03d6440747524766867244a59,2020-04,Gwent Police,Gwent Police,-3.108872,51.614681,On or near CRESCENT ROAD,W01001411,Caerphilly 017A,Investigation complete; no suspect identified
e2baccdffdcc88c7ccc6b3930dab3b8e0d12d3737fb1e85346cdf0137cf42ece,2020-04,Gwent Police,Gwent Police,-2.997443,51.588274,On or near Supermarket,W01001685,Newport 014B,Investigation complete; no suspect identified
0368dcd7cce3069261be4a3394ff8c3dc109115cc6be0bbb5217abffbfd4ec07,2020-04,Gwent Police,Gwent Police,-2.992661,51.578802,On or near CHARLOTTE STREET,W01001662,Newport 018D,Investigation complete; no suspect identified
62e2e7442fe1919e52096759819c0b7519d65af0ac989151c8764d50b405a9a4,2020-04,Gwent Police,Gwent Police,-3.063644,51.577325,On or near CLEARWELL COURT,W01001635,Newport 016A,Investigation complete; no suspect identified
b85e04f9ed544b13c7bdabab7b05a15396043f98d28cf926e4bbc8f4e33b0d2d,2020-04,Gwent Police,Gwent Police,-3.281712,51.757012,On or near BRYN-TEG CRESCENT,W01001375,Caerphilly 001B,Investigation complete; no suspect identified
41e9e11e0bedc6a290543e87bf9fca48a19cea42a9cfadcefdfff2faf0340ee4,2020-04,Gwent Police,Gwent Police,-3.030048,51.823201,On or near HATHERLEIGH PLACE,W01001557,Monmouthshire 001C,Investigation complete; no suspect identified
abd691c667ca32d2447faae842b1b1f34e02e69a6e0c05b8425a6465186b3d1f,2020-04,Gwent Police,Gwent Police,-3.218853,51.688905,On or near TY FRY ROAD,W01001326,Caerphilly 003B,Investigation complete; no suspect identified
9cebf1b2451d81d5fdef7594808a27bdb8dab29423c012aa139a8996c6c70874,2020-04,Gwent Police,Gwent Police,-2.991607,51.580123,On or near Parking Area,W01001662,Newport 018D,Investigation complete; no suspect identified
f5d612d1e927e38b12eee9427e54399e49f7027acddf24ed32f44400cb4ee7a3,2020-04,Gwent Police,Gwent Police,-3.021079,51.557032,On or near Supermarket,W01001689,Newport 019D,Investigation complete; no suspect identified
8c123559a5133b155bea3523196c466324287be483bc6e43b3e5b94bbea553f5,2020-04,Gwent Police,Gwent Police,-2.970021,51.579620,On or near Petrol Station,W01001644,Newport 013C,Investigation complete; no suspect identified
e5963e17967fc18a6970df6283df1d996101a93e7fd745a1d11352c5a3fb8e13,2020-04,Gwent Police,Gwent Police,-2.977310,51.582365,On or near LIBERTY GROVE,W01001644,Newport 013C,Investigation complete; no suspect identified
df04925a29ae08d519665f40c42cd7cf78fb47724d76ecb271e9038826431077,2020-04,Gwent Police,Gwent Police,-2.939750,51.596034,On or near Petrol Station,W01001663,Newport 008C,Investigation complete; no suspect identified
01eaa30d1897c82039fea3d9a0e47d8bbcbeac3cbeb1e9374f98120ed9ad6b86,2020-04,Gwent Police,Gwent Police,-2.994307,51.570902,On or near Sports/Recreation Area,W01001660,Newport 018B,Investigation complete; no suspect identified
319fa1f949e24c07023bd901444fb10791c9d3b1a0789d3d60e8046d490f411b,2020-04,Gwent Police,Gwent Police,-3.035665,51.606628,On or near CHELMER CLOSE,W01001620,Newport 003D,Investigation complete; no suspect identified
cad009db8361b4a706402f73b86b691b990502bcaa9d788477c1b21a7f35c67e,2020-04,Gwent Police,Gwent Police,-2.996604,51.602704,On or near BRYNGLAS AVENUE,W01001683,Newport 006D,Investigation complete; no suspect identified
5bedeaeab3c33057d8cb7ff21d64cec8b3b032da396c8289c88323f9e17f8871,2020-04,Gwent Police,Gwent Police,-3.243051,51.637488,On or near PEN-Y-CAE,W01001434,Caerphilly 013F,Investigation complete; no suspect identified
0bcc6a55430a0799da34f0807c840ac0b18340651900b3aa676c6bb6c8617c1b,2020-04,Gwent Police,Gwent Police,-3.243101,51.635617,On or near COEDCAE,W01001434,Caerphilly 013F,Investigation complete; no suspect identified
1b5c10352ab675d32e128937e575a31c641c7c041c25a19acf8a071e054af6df,2020-04,Gwent Police,Gwent Police,-3.210897,51.662363,On or near CLOS CLAERWEN,W01001388,Caerphilly 007D,Investigation complete; no suspect identified
fc1a148c0dfd9d9be1128c720747b717fa6bacdbb970b715c6629b70977e514f,2020-04,Gwent Police,Gwent Police,-3.219191,51.574329,On or near Supermarket,W01001424,Caerphilly 024C,Investigation complete; no suspect identified
