Crime ID,Month,Reported by,Falls within,Longitude,Latitude,Location,LSOA code,LSOA name,Outcome type
5a53cb56026768c38efe628c632ec3e03da5f627182832751c43043c79403117,2020-06,Gwent Police,Gwent Police,-3.001979,51.727991,On or near PENTRE LANE,W01001555,Monmouthshire 006A,Investigation complete; no suspect identified
8a80f56812ab93a8a6bc6af8dc77a0c1a4bc38d33c32038a41af59aa52a87275,2020-06,Gwent Police,Gwent Police,-3.136058,51.728102,On or near Petrol Station,W01001436,Blaenau Gwent 008B,Investigation complete; no suspect identified
777c1f586406ac3f3f043ca8121b3133b617486c3823f74aec2f561c9e586be1,2020-06,Gwent Police,Gwent Police,-2.990443,51.592937,On or near RUDRY STREET,W01001676,Newport 007B,Investigation complete; no suspect identified
55dfb2df1956178003354aaa9521b2116a13ca39d066c40580bea358224fa691,2020-06,Gwent Police,Gwent Police,-3.136058,51.728102,On or near Petrol Station,W01001436,Blaenau Gwent 008B,Investigation complete; no suspect identified
f9066868db4e3dbe3e44c8b5436add0e823bc5a3083103c7c5dc6044311e80d9,2020-06,Gwent Police,Gwent Police,-2.999970,51.606704,On or near BRYNGLAS DRIVE,W01001682,Newport 006C,Investigation complete; no suspect identified
8df4ca95ad3beb15fe1e6fa9c2e1bd155b036170281f6833b50391863cb26419,2020-06,Gwent Police,Gwent Police,-3.033782,51.615276,On or near LEACH ROAD,W01001621,Newport 003E,Investigation complete; no suspect identified
8acd4b1e90f4c260c11f60f97df8336848933bc5e475b9987d199c949a7322c2,2020-06,Gwent Police,Gwent Police,-2.987372,51.581786,On or near LOWER DOCK STREET,W01001661,Newport 018C,Investigation complete; no suspect identified
26c7658ec95bb48282f33617ad85afecb25863b6c9a41326b6cd3bcd7c987fc2,2020-06,Gwent Police,Gwent Police,-3.044181,51.585692,On or near RESERVOIR CLOSE,W01001671,Newport 016D,Investigation complete; no suspect identified
4ed1a2319817cbc4c79eb4bce55ba3da8c41ed62476844b34a5fa757093cd1b7,2020-06,Gwent Police,Gwent Police,-3.132074,51.726854,On or near VIVIAN STREET,W01001436,Blaenau Gwent 008B,Investigation complete; no suspect identified
70f2fb1474d9b0fdd77039749a169917db715ea1adc774f82ecd30233ec3b90e,2020-06,Gwent Police,Gwent Police,-2.970502,51.583231,On or near KEENE STREET,W01001644,Newport 013C,Investigation complete; no suspect identified
37537631bbc65ec49272575566e0f1fd43b74d287b6e181737727020d646d139,2020-06,Gwent Police,Gwent Police,-2.955841,51.573056,On or near TRASTON AVENUE,W01001647,Newport 015F,Investigation complete; no suspect identified
3284e267b193a603590f178a6602dd6e39690bb940a1848c0a15cfdc0181798c,2020-06,Gwent Police,Gwent Police,-3.213810,51.672367,On or near PENCOED AVENUE,W01001352,Caerphilly 007A,Investigation complete; no suspect identified
400f9ab05e669eeafd01e58453dee4a205903e9c873bae7085942790f8a53055,2020-06,Gwent Police,Gwent Police,-3.229186,51.568263,On or near ST TEILO'S WAY,W01001426,Caerphilly 024E,Investigation complete; no suspect identified
0588d83478cbd952c8c36190627f9a39791fe93dcaa42c835ba9219fd2f1afe9,2020-06,Gwent Police,Gwent Police,-3.010546,51.621278,On or near MALPAS ROAD,W01001505,Torfaen 013B,Investigation complete; no suspect identified
b9316b40f54dba8c66486ac016d2f040c933d70dfd2770a8b800707c2b8a9fa2,2020-06,Gwent Police,Gwent Police,-2.680704,51.629472,On or near WILLOW CLOSE,W01001584,Monmouthshire 008B,Investigation complete; no suspect identified
4e98c52d95900acf9d6105e4955f6ab452c2f6d3801ac19abc30abc1a8fa3492,2020-06,Gwent Police,Gwent Police,-3.009449,51.688302,On or near CLAIRWAIN,W01001510,Torfaen 005A,Investigation complete; no suspect identified
18abde6d777cfb4632d4647871377050bfeb7ca5acffaecc4836cacc37d0e747,2020-06,Gwent Police,Gwent Police,-2.998055,51.589177,On or near CAMBRIAN ROAD,W01001685,Newport 014B,Investigation complete; no suspect identified
e02978270fd90556912d830b7dfaa02e99ae6ac923a453ca8ca154e9758352cf,2020-06,Gwent Police,Gwent Police,-2.992071,51.590828,On or near CLARENCE PLACE,W01001693,Newport 013E,Investigation complete; no suspect identified
f8fa40a23b109981ab811f8a11e43c4fdf1d8bbb20f4dad90b2c571da3fa510b,2020-06,Gwent Police,Gwent Police,-3.067407,51.734014,On or near GRIFFITHS WAY,W01001483,Torfaen 002B,Investigation complete; no suspect identified
82c915613588e1fb0b50383f5f0023c12fb64838ebf9cd18cc978dfd12d9a128,2020-06,Gwent Police,Gwent Police,-2.991133,51.574247,On or near POTTERY TERRACE,W01001659,Newport 018A,Investigation complete; no suspect identified
f3bf8d3375bea8bbe1afb57958ad654605b60532987324d0e1c9c0c351222803,2020-06,Gwent Police,Gwent Police,-2.993758,51.599302,On or near ALDERNEY STREET,W01001681,Newport 006B,Investigation complete; no suspect identified
6481c7bb7a224b5b66e218f3e48e1c6e84932ea2ce7059ee9e0fd07ea77f1d4a,2020-06,Gwent Police,Gwent Police,-2.935449,51.589082,On or near TALLIS CLOSE,W01001666,Newport 010B,Investigation complete; no suspect identified
dd2b1ffe18b77cc719de6588b898a6cc451520abec2891f7f6e8f085b2487bc6,2020-06,Gwent Police,Gwent Police,-2.935449,51.589082,On or near TALLIS CLOSE,W01001666,Newport 010B,Investigation complete; no suspect identified
c62329562c3069b25ecebce771d55af252ad911e3af43e587a3577b72638264f,2020-06,Gwent Police,Gwent Police,-3.276667,51.742501,On or near EDMUND STREET,W01001406,Caerphilly 001D,Investigation complete; no suspect identified
7196ea61c341b3632df18ea8a62c8d8f617e7b329285f39a4b5c23baf4e07e73,2020-06,Gwent Police,Gwent Police,-3.044181,51.585692,On or near RESERVOIR CLOSE,W01001671,Newport 016D,Investigation complete; no suspect identified
126acb1a0e1b3f5377253bb3e278d51f8ef9be8a6152985683c73f8687130ba5,2020-06,Gwent Police,Gwent Police,-2.972564,51.579770,On or near AMELIA WAY,W01001644,Newport 013C,Investigation complete; no suspect identified
afca275908dadc86bc76c400d833c8e9bc0681f043e6e686d78570961370a548,2020-06,Gwent Police,Gwent Police,-2.958003,51.581176,On or near BROOKFIELD CLOSE,W01001648,Newport 015G,Investigation complete; no suspect identified
68551a40bf65b9daab78ccf207fb942707220fec8534cd661926645dd79eb8b8,2020-06,Gwent Police,Gwent Police,-3.071651,51.733481,On or near PISGAH CLOSE,W01001483,Torfaen 002B,Investigation complete; no suspect identified
24691b54b6e132870512a4fa7ec13763d61b0a9c6752db4464482a444bb76038,2020-06,Gwent Police,Gwent Police,-3.344992,51.694829,On or near STRYD BARRINGTON,W01001304,Merthyr Tydfil 006D,Investigation complete; no suspect identified
07ba22d1d32f3ee46073c365e4fca5e9c22132e170952b76eac3878bef07f650,2020-06,Gwent Police,Gwent Police,-2.950548,51.591145,On or near GLANWERN DRIVE,W01001606,Newport 008A,Investigation complete; no suspect identified
1e1594bf8a4d90e158cc1dc3662d3d7ba26d4d6f839d3278fb0c5e1d44e7f687,2020-06,Gwent Police,Gwent Police,-3.133303,51.737201,On or near Petrol Station,W01001455,Blaenau Gwent 008F,Investigation complete; no suspect identified
96164ad6067ae98a67a1e3eb441faafb1a9fb57957fc91fc7c0b177c751917a3,2020-06,Gwent Police,Gwent Police,-3.195391,51.594535,On or near BRYN GLAS,W01001341,Caerphilly 020B,Investigation complete; no suspect identified
273dbcaf99c1f7d84b327645081a625c1714c441355c84bf39ffc3ec2462eb3f,2020-06,Gwent Police,Gwent Police,-3.207932,51.778007,On or near BETHCAR STREET,W01001460,Blaenau Gwent 007E,Suspect charged
9920a6a0cfbca3b1bb5476819b55677ace6ffc8551f7c60d8b147f82832f7372,2020-06,Gwent Police,Gwent Police,-3.243515,51.585232,On or near B4263,W01001395,Caerphilly 023C,Suspect charged
f0e13d23d0aabefa4299a8d59c8b1345c0182e108b2dee4aef92349c3279fddd,2020-06,Gwent Police,Gwent Police,-3.053151,51.634652,On or near LLYS GWYRDD,W01001535,Torfaen 012D,Unable to prosecute suspect
c1b033bdeff80dc84fbeaa498ed98808c8a008e5782a929009a0d21b6b20cd24,2020-06,Gwent Police,Gwent Police,-3.028490,51.816615,On or near Supermarket,W01001564,Monmouthshire 003D,Offender given penalty notice
e318158acdbf48f325615d5f152bb694ff5dccf14080a84c141d94f423c696bf,2020-06,Gwent Police,Gwent Police,-3.067746,51.734893,On or near CROSS STREET,W01001484,Torfaen 002C,Unable to prosecute suspect
7ee0ca369a1b8f752271b71ec972cb94c60ded9b9c833524fe2ed2b6045f3c85,2020-06,Gwent Police,Gwent Police,-3.078320,51.691187,On or near A472,W01001541,Torfaen 004F,Unable to prosecute suspect
574e957b057a2a3dbf8647f7855a841fc0f1d86901202f905e22a30a59b21fd0,2020-06,Gwent Police,Gwent Police,-3.078320,51.691187,On or near A472,W01001541,Torfaen 004F,Unable to prosecute suspect
3c2e8f16db3f184fb8a1ac175407ef0fcb4a7bd421e61f36406ca8cbe59380ab,2020-06,Gwent Police,Gwent Police,-3.078320,51.691187,On or near A472,W01001541,Torfaen 004F,Unable to prosecute suspect
a7229ff5227997f4b064235fd3693f282562206372f55e296cb570c58fbedee5,2020-06,Gwent Police,Gwent Police,-3.078320,51.691187,On or near A472,W01001541,Torfaen 004F,Unable to prosecute suspect
8b7ec2e6858b0576685a11fafcbb9e5f496b46a6034474bd583eac677e05b277,2020-06,Gwent Police,Gwent Police,-3.066528,51.737304,On or near HILLCREST,W01001483,Torfaen 002B,Unable to prosecute suspect
16b8310f3c82d79d99561a92460b90d58fba07c0788fb3cedc3909c3129d09d8,2020-06,Gwent Police,Gwent Police,-3.070586,51.727008,On or near BRITISH SCHOOL CLOSE,W01001485,Torfaen 002D,Unable to prosecute suspect
9a5261708a2a1caf48a05b0830d71f407db035d7d1539668bb06fc527efcdd17,2020-06,Gwent Police,Gwent Police,-3.062546,51.724330,On or near BELL LANE,W01001486,Torfaen 002E,Unable to prosecute suspect
3235162553d8c8c5382e6b7264bd832d742cf4956210cfda595e7a125cc06622,2020-06,Gwent Police,Gwent Police,-3.051208,51.641836,On or near FARLAYS,W01001497,Torfaen 011A,Unable to prosecute suspect
f462ba4d1cadabef09ed2f4e298049f30720fd16b8b8bbb9753c09cac983b3ab,2020-06,Gwent Police,Gwent Police,-2.991793,51.572740,On or near ALICE STREET,W01001660,Newport 018B,Unable to prosecute suspect
3c2082833e82af1ffd0b7834e5ecf88b892aa952f819a6c3c8b5aeb5de478351,2020-06,Gwent Police,Gwent Police,-3.048513,51.702912,On or near Sports/Recreation Area,W01001541,Torfaen 004F,Unable to prosecute suspect
5d78163db72b7c7354927465eff101c13b7a3b3723c9cebf521f44496890f5e8,2020-06,Gwent Police,Gwent Police,-3.048043,51.716377,On or near ORCHARD CLOSE,W01001530,Torfaen 003C,Unable to prosecute suspect
3da952350661c0423ca78aad7b8cd6ed86bf8072177af15314cb04dacb4f7f9a,2020-06,Gwent Police,Gwent Police,,,No location,,,Suspect charged
f7d86ae85c499795ad8a8ab973ba8c29e137c1dce26f811fac9789e7baf7dcb9,2020-06,Gwent Police,Gwent Police,-2.972285,51.582263,On or near SLADE STREET,W01001643,Newport 013B,Unable to prosecute suspect
4f1db275bd91ec772f7bc9a8a00fd7f21776147790f534cdb6cf9392383bb99b,2020-06,Gwent Police,Gwent Police,-3.019513,51.821881,On or near Nightclub,W01001557,Monmouthshire 001C,Suspect charged
0bef203e0c961c0c1ead818f6317e492d1dc504ead380970696b855aba637287,2020-06,Gwent Police,Gwent Police,-3.035266,51.649386,On or near GREENMEADOW WAY,W01001526,Torfaen 010B,Unable to prosecute suspect
313650be6c9365261bf7919434c5c691fb419d9134aa1ad6fe0bb1fd6e261070,2020-06,Gwent Police,Gwent Police,-3.013712,51.592873,On or near ALLT-YR-YN VIEW,W01001604,Newport 012D,Unable to prosecute suspect
1a5b33fb3b56ca193a015a4a63a93458965c09686a98a72accdbb9ed8f2a9290,2020-06,Gwent Police,Gwent Police,-3.252708,51.662796,On or near ST CATTWG'S AVENUE,W01001418,Caerphilly 008E,Unable to prosecute suspect
ca85c64e0a2663c0253e07e3d1962ebc8861bb6441985cea37204d2d57380d15,2020-06,Gwent Police,Gwent Police,-2.984019,51.578919,On or near USK WAY,W01001661,Newport 018C,Unable to prosecute suspect
7a5093b7007001178414cfa1e4cd106b5da3a038a5def093e385e4711976c4ea,2020-06,Gwent Police,Gwent Police,-2.760562,51.588421,On or near SEVERN VIEW,W01001598,Monmouthshire 010F,Unable to prosecute suspect
2fe877e7895ff4229a3fc338c265d49c36891b40b9fb804d23f4a6fa2d015320,2020-06,Gwent Police,Gwent Police,-3.132616,51.637868,On or near PRIORY COURT,W01001327,Caerphilly 014A,Unable to prosecute suspect
2600fd61c17a1f43375974c5c2110fcc6ef861fe7c802dbbb58f131142c324ac,2020-06,Gwent Police,Gwent Police,-2.755816,51.597300,On or near BROOKSIDE,W01001908,Monmouthshire 010G,Unable to prosecute suspect
63390980ab3b54afdf57b52158dbaec88ae924c1b0a815d3bbb463a56d690f25,2020-06,Gwent Police,Gwent Police,-3.141615,51.676265,On or near MINING SCHOOL HILL,W01001359,Caerphilly 006D,Local resolution
aca3b3a0b5c7a5b653cee57fac7c5a6dd2a5e08e72cdda2ccd2ae9803d613707,2020-06,Gwent Police,Gwent Police,-3.178705,51.677104,On or near LLWYN-ON ROAD,W01001391,Caerphilly 006F,Unable to prosecute suspect
a5e160ad8cf76612e6f196721857a4ba0d92048502742d7c82ecac5db88a47c9,2020-06,Gwent Police,Gwent Police,-3.011835,51.583116,On or near PROSSER LANE,W01001605,Newport 014A,Unable to prosecute suspect
7d81dc2e452558587f92dfe99936ec2fb7d12d9bb110ef4f50ce7d49258d5c3e,2020-06,Gwent Police,Gwent Police,-2.792983,51.878806,On or near ORCHARD CLOSE,W01001568,Monmouthshire 005C,Unable to prosecute suspect
0aa8e01d137f3932c0acd7d6a280166428d391af09bd2b463b3947ed17a0ff49,2020-06,Gwent Police,Gwent Police,-2.717589,51.805949,On or near Petrol Station,W01001577,Monmouthshire 004E,Formal action is not in the public interest
2d368172be620b9cfefe94fc48250a0c3d986b6e1e4e8efc6793892e96e95e42,2020-06,Gwent Police,Gwent Police,-3.134667,51.685864,On or near GORDON AVENUE,W01001464,Blaenau Gwent 009A,Unable to prosecute suspect
ea789d2abbbb2cc996b22cefbf6e89917ea3fa8717136f4437f91d0327d31eef,2020-06,Gwent Police,Gwent Police,-2.966347,51.680500,On or near WELLFIELD CLOSE,W01001565,Monmouthshire 006D,Suspect charged
61654d91b3d144bbfa26da429010047a7c83bbd555437cd9ba3745681f630297,2020-06,Gwent Police,Gwent Police,-3.277548,51.611923,On or near UPPER BRYNHYFRYD TERRACE,W01001332,Caerphilly 018C,Local resolution
82bc328de484fc94520d75aa229704aaf3b2c3afe8240d694e8166a4f32f10b0,2020-06,Gwent Police,Gwent Police,-2.988485,51.577902,On or near FREDERICK MEWS,W01001661,Newport 018C,Local resolution
d1c40436d899a8ef9e654198933678b9df4bf426e3e1c9fb9ed2b5f917c28c31,2020-06,Gwent Police,Gwent Police,-2.965691,51.580969,On or near HAMPDEN COURT,W01001642,Newport 013A,Formal action is not in the public interest
adea66fc823fc12ebb8df8c9846fa28c1c61f3c35d677647602e4b2666b423f7,2020-06,Gwent Police,Gwent Police,-3.251282,51.663531,On or near Supermarket,W01001418,Caerphilly 008E,Unable to prosecute suspect
8d42380fe722ba39b60f93f0f16ae253db55d1eae10e6b1814b93210547485f7,2020-06,Gwent Police,Gwent Police,-2.975138,51.598874,On or near HEATHER ROAD,W01001679,Newport 007D,Unable to prosecute suspect
c4391967c7fa479d38ca3b5aca4397e3d2037182ad3507b0f08952441cb651b2,2020-06,Gwent Police,Gwent Police,-2.928916,51.592901,On or near COT FARM CIRCLE,W01001666,Newport 010B,Unable to prosecute suspect
a78e23b8b02dcee768067c6f5be35684f0860ea60d2b3e73fb831b4d49a018df,2020-06,Gwent Police,Gwent Police,-3.172662,51.791321,On or near LIMESTONE ROAD,W01001467,Blaenau Gwent 005D,Unable to prosecute suspect
015944793aef3228c5b45ac9cad9e3b7841d140e7308298d8edaa649f4c6f30a,2020-06,Gwent Police,Gwent Police,-2.946264,51.584373,On or near BRITTEN CLOSE,W01001609,Newport 015B,Unable to prosecute suspect
0a7c2fd56bb2eee1de7664b662eafce917d1db452b5428d04305a314c0dd0138,2020-06,Gwent Police,Gwent Police,-3.241029,51.670851,On or near PENDARREN STREET,W01001416,Caerphilly 008C,Unable to prosecute suspect
20b862f5493a201664c93e75a45e7008e57f3504b1b351943f36b3fab878dedf,2020-06,Gwent Police,Gwent Police,-3.002070,51.840697,On or near HEREFORD ROAD,W01001571,Monmouthshire 001D,Unable to prosecute suspect
6c9ead3c6f1c6a2208c961d06ba3506924da456bdba0c5523e81a990e4c348a8,2020-06,Gwent Police,Gwent Police,-2.969142,51.593268,On or near WOODLAND PARK ROAD,W01001616,Newport 005C,Unable to prosecute suspect
d7bbeef1a50998592f5ee40f5651c21b22a5da3a2ac56bf1944e0fc9c9e1f8c2,2020-06,Gwent Police,Gwent Police,-3.231651,51.715881,On or near QUEEN'S ROAD,W01001385,Caerphilly 002D,Unable to prosecute suspect
3923dcaeaafb132be90be3ae071bd17cd1676c76e2119ab73b30556caac982fd,2020-06,Gwent Police,Gwent Police,-3.032575,51.613012,On or near EXE ROAD,W01001621,Newport 003E,Unable to prosecute suspect
8650554ce74593d808fc8efe033ad428ced10dd016651c4bd01a0da64e1a9dbb,2020-06,Gwent Police,Gwent Police,-3.038429,51.580941,On or near BLACKBIRD CLOSE,W01001671,Newport 016D,Suspect charged
b49f183d6590f1ad44d35f9831a495ef151fb0be8be705fce8967812f6e17ea5,2020-06,Gwent Police,Gwent Police,-3.045295,51.659988,On or near THORNHILL ROAD,W01001536,Torfaen 009C,Unable to prosecute suspect
7bbbb3ac363bb3b5e0f9abce86b8c69eed0c06307e8b0ae8dd5abac7bfba3c90,2020-06,Gwent Police,Gwent Police,-3.014180,51.607400,On or near BETTWS LANE,W01001618,Newport 003B,Unable to prosecute suspect
d2543b78459d8a35ffb0762fb4552390615282f2387856111f4b2d20ce9f6c53,2020-06,Gwent Police,Gwent Police,-3.030875,51.579407,On or near AUCKLAND ROAD,W01001604,Newport 012D,Suspect charged
f13312754fac303bb545c01dd42de01c08dee92a15c08fec7888452f9f78cec3,2020-06,Gwent Police,Gwent Police,-3.135393,51.729322,On or near CHAPEL STREET,W01001436,Blaenau Gwent 008B,Suspect charged
1215275513acafd7f9fd28ef9555b7801a621014794a3874b7a25d70b6e4c6c1,2020-06,Gwent Police,Gwent Police,-2.852682,51.764712,On or near HIGH STREET,W01001581,Monmouthshire 005E,Offender given a caution
2082da66699185db475492b01d75ecacc91bf548dbb2149333d17621b8c80e70,2020-06,Gwent Police,Gwent Police,-3.271489,51.602332,On or near GELLI TERRACE,W01001333,Caerphilly 018D,Unable to prosecute suspect
99fa734ec5db2bd3e5d272532de2964e0d5338571248ed4cc800f7807461657f,2020-06,Gwent Police,Gwent Police,-3.043078,51.698789,On or near ALBION ROAD,W01001491,Torfaen 004A,Unable to prosecute suspect
6e4c1cb575283b740ed27be7585b88f8f50add9efcda0e1ec3f5c5f46e348654,2020-06,Gwent Police,Gwent Police,-3.240103,51.723255,On or near BEDLWYN ROAD,W01001386,Caerphilly 002E,Suspect charged
78a63e231ffebbde57a3169710136da4c7bd425edc21ced9ecc93f276eaec12c,2020-06,Gwent Police,Gwent Police,-3.286911,51.760984,On or near CROSS STREET,W01001375,Caerphilly 001B,Suspect charged
ea8dbde8892444eca1fbe31e2391cfb68a948d426d17223f7f7f33ec134ae8cc,2020-06,Gwent Police,Gwent Police,-3.207915,51.668741,On or near BLOOMFIELD ROAD,W01001353,Caerphilly 007B,Suspect charged
6832baf800fe36d8e90595c012c8421553960218559bde8bde7e2466fdbb198e,2020-06,Gwent Police,Gwent Police,-3.222283,51.698634,On or near COMMIN ROAD,W01001325,Caerphilly 003A,Unable to prosecute suspect
97ed271c8e73218a39694e430b7d0918f557afd58367ce3d9f8637f7ccf59e94,2020-06,Gwent Police,Gwent Police,-3.005815,51.592842,On or near COMFREY CLOSE,W01001601,Newport 006A,Suspect charged
8318f009773855df7ac4f43c478e979f851ff8c956a58b64f9c8412fd459d651,2020-06,Gwent Police,Gwent Police,-3.203830,51.583362,On or near HEOL MAERDY,W01001420,Caerphilly 022D,Suspect charged
4851db18683c850dc8dd578418f903fb38979a23ec84b24be92ee19729566564,2020-06,Gwent Police,Gwent Police,-3.246270,51.772670,On or near DUKE STREET,W01001481,Blaenau Gwent 006E,Suspect charged
b66093b8297000c6cbe109baa5e50efe166e6a76cbeb8c7ccca3e071a13ca046,2020-06,Gwent Police,Gwent Police,-3.019804,51.650205,On or near DRYBROOK CLOSE,W01001506,Torfaen 010A,Unable to prosecute suspect
e84f33638eb106539c6e6f41a40d81cce9b0ee54449d1e4b7b7b2e55fcf1c8ac,2020-06,Gwent Police,Gwent Police,-3.061689,51.594373,On or near VICARAGE GARDENS,W01001670,Newport 009B,Suspect charged
a9e9c88c59113da5ef8312c6d104d9baa3c364f89f66655bf13ad85e33438bb1,2020-06,Gwent Police,Gwent Police,-3.228256,51.646114,On or near PARK ROAD,W01001365,Caerphilly 012C,Suspect charged
ea69212bb89b2133ff4ea3f0bcaa8487524beac486dbf2b784cd314612f0ae15,2020-06,Gwent Police,Gwent Police,-2.972161,51.589287,On or near BATCHELOR ROAD,W01001612,Newport 011B,Offender given a caution
92e48a266448f27e0d6905609ea8ec229f3e412ebe15ea7693e2cc79e14d57a0,2020-06,Gwent Police,Gwent Police,-2.666516,51.620562,On or near JOHN RASTRICK RISE,W01001592,Monmouthshire 008D,Suspect charged
0e6ee0bdfc13e6da7bd035b1ab77d8a1fdcbd00eb0586d9d7e601c072eacb169,2020-06,Gwent Police,Gwent Police,-3.236664,51.637511,On or near Sports/Recreation Area,W01001434,Caerphilly 013F,Suspect charged
5c6e1359d34c21e7640e6663e9c392d7b63b29a417f007c7b3f8635e80dc94c5,2020-06,Gwent Police,Gwent Police,-3.202885,51.768105,On or near Hospital,W01001460,Blaenau Gwent 007E,Unable to prosecute suspect
4cfb9d178d417dadf0c632f1d042b152830b3eed24d046eb791cfea2b6c154e9,2020-06,Gwent Police,Gwent Police,-2.978752,51.603798,On or near CUMBERLAND ROAD,W01001678,Newport 005D,Suspect charged
825c4387f49e5b3bfbba200099d8320f2bc2a11ceef0ac4f17c829a3dd34a596,2020-06,Gwent Police,Gwent Police,-3.209669,51.673795,On or near BEDWELLTY ROAD,W01001352,Caerphilly 007A,Suspect charged
e5033ee24435698240690d862d2d09a968a617a3ff5777e3b4fee3f99ad36698,2020-06,Gwent Police,Gwent Police,-3.089095,51.606054,On or near ISLWYN COURT,W01001408,Caerphilly 016B,Suspect charged
d5068a9df5de3c89f2815117be23e883448ea868520cd06f9595e9f6364bd8d2,2020-06,Gwent Police,Gwent Police,-3.005766,51.646154,On or near MILL LANE,W01001508,Torfaen 013C,Suspect charged
a767ffeade8ec415cc4e20cd8f22572d9571127cff8cbe4b793fbf2d41ee2615,2020-06,Gwent Police,Gwent Police,-2.975933,51.588824,On or near OXFORD STREET,W01001612,Newport 011B,Formal action is not in the public interest
d5000ac1048d6132e96a2934badd120080f0b9a340b4353a961bf7e66a0d5260,2020-06,Gwent Police,Gwent Police,-3.254125,51.767974,On or near WALTER CONWAY AVENUE,W01001479,Blaenau Gwent 006D,Offender given a caution
8e5f1469a6b5fa05bfa9936b3e92f88e7398a5dcdee3c6c781c378579c697cfe,2020-06,Gwent Police,Gwent Police,-2.886283,51.597160,On or near BIRCH GROVE,W01001650,Newport 004E,Unable to prosecute suspect
5d169ab49bde7afd66b36ba2826d271024af087584d39d771cd1b57f88d12fba,2020-06,Gwent Police,Gwent Police,-3.250697,51.580273,On or near HOLYHEAD COURT,W01001394,Caerphilly 023B,Local resolution
14eff8587b44f5e40724a6473e2e6c8fd66b169ff79c71d6ad15428f30db5e80,2020-06,Gwent Police,Gwent Police,-3.020606,51.824668,On or near Supermarket,W01001579,Monmouthshire 001E,Offender given penalty notice
1799a5c3c34f1894653d93a833f5c907021be68ef5666dee97a23411c4c8e515,2020-06,Gwent Police,Gwent Police,-3.014324,51.688314,On or near Sports/Recreation Area,W01001510,Torfaen 005A,Offender given a caution
21e0c7b556c252bbd2f88f547bcf89e850f500722e24f7202e8d3ec755548f46,2020-06,Gwent Police,Gwent Police,-3.199615,51.592100,On or near Supermarket,W01001344,Caerphilly 020C,Local resolution
68ea13d3a0b821d6f18b674bb72c1c98540393bf88a7df67797c27f004031cd2,2020-06,Gwent Police,Gwent Police,-3.010822,51.637605,On or near COEDLAN BRANGWYN,W01001505,Torfaen 013B,Suspect charged
7487ae421177ebf5827e576e8e7f1f1c2f7cce2b55e83d46d1d207d6a122f5de,2020-06,Gwent Police,Gwent Police,-2.999241,51.583358,On or near CLIFTON ROAD,W01001687,Newport 014D,Suspect charged
c6415e148b3c681dd5963944dde0334cff8b693463336eabb48e8820954520c5,2020-06,Gwent Police,Gwent Police,-3.242557,51.671212,On or near BERLLANLWYD STREET,W01001416,Caerphilly 008C,Unable to prosecute suspect
5426554b73e23645ab36222b0c41a1d17bd635e15e485653c33f7738702699f3,2020-06,Gwent Police,Gwent Police,-2.963680,51.583485,On or near SOMERTON LANE,W01001643,Newport 013B,Suspect charged
1019a714d342d8c55c639e85ad76c7fca0dfef393ed8d9012f0f052c51c249a6,2020-06,Gwent Police,Gwent Police,-2.963680,51.583485,On or near SOMERTON LANE,W01001643,Newport 013B,Suspect charged
6dbbd541df8d1d1ef26e1bfd0f3d91b71ac01bb890efa89cd81d60aefebab1cb,2020-06,Gwent Police,Gwent Police,-3.207460,51.773363,On or near CHURCH STREET,W01001460,Blaenau Gwent 007E,Suspect charged
ed5dafaf4b7ab6a0ec1919a5af2f285552df8002b9c2d3a793d3bf2d268cf767,2020-06,Gwent Police,Gwent Police,-3.204344,51.667133,On or near APOLLO WAY,W01001348,Caerphilly 009A,Suspect charged
4cd6364c6b7af7ebf4537504c8541620f8f53b0f6416121c24075220259738f9,2020-06,Gwent Police,Gwent Police,-3.218807,51.643021,On or near SAINT ANNE'S GARDENS,W01001369,Caerphilly 012D,Unable to prosecute suspect
e3267e7077cde30d68b7a30c476c6463971891976e064795162eff283373c134,2020-06,Gwent Police,Gwent Police,-3.032281,51.705664,On or near PARK CRESCENT,W01001525,Torfaen 003A,Unable to prosecute suspect
c23e8bae5bf336b522539d8c187d2d1738cf6e21ad2da2de2bb1be9c8214d15b,2020-06,Gwent Police,Gwent Police,-3.036518,51.611745,On or near WELLAND CRESCENT,W01001621,Newport 003E,Unable to prosecute suspect
e00c7d7c81ca54835af1659ea7f7fd42de1f8bce6c7f29feb75f8243fcafa3a3,2020-06,Gwent Police,Gwent Police,-3.048043,51.716377,On or near ORCHARD CLOSE,W01001530,Torfaen 003C,Unable to prosecute suspect
00fe43ba6e1ddb5b83e54348d6da11224014685ce6235559fbd5b40f63ee1f33,2020-06,Gwent Police,Gwent Police,-3.198499,51.664855,On or near CORONATION ROAD,W01001350,Caerphilly 009C,Local resolution
bac02f512fa93f27c4b2e2500a25ef05a145c4d6f846ac0f205d249757c8e3fc,2020-06,Gwent Police,Gwent Police,-3.233400,51.688672,On or near PARK ROAD,W01001338,Caerphilly 004C,Local resolution
bf03d95e6214e2fd2edcb5b8c0892015eac0ada3105cdff49486079ed781f2b4,2020-06,Gwent Police,Gwent Police,-3.232738,51.648846,On or near HAWTHORN AVENUE,W01001364,Caerphilly 012B,Unable to prosecute suspect
